date,transactions
2015-11-18,1230
2015-11-18,1308
2015-11-18,663
2015-11-18,1213
2015-11-18,1157
2015-11-18,1134
2015-11-18,1119
2015-11-18,993
2015-11-18,603
2015-11-18,999
2015-11-18,2466
2015-11-18,678
2015-11-18,487
2015-11-18,1370
2015-11-18,959
2015-11-18,928
2015-11-18,637
2015-11-18,1177
2015-11-18,517
2015-11-18,876
2015-11-18,1838
2015-11-18,556
2015-11-18,908
2015-11-18,1395
2015-11-18,1657
2015-11-18,1176
2015-11-18,1227
2015-11-18,951
2015-11-18,871
2015-11-18,1095
2015-11-18,4212
2015-11-18,3070
2015-11-18,2818
2015-11-18,3464
2015-11-18,2304
2015-11-18,2804
2015-11-18,2028
2015-11-18,1670
2015-11-18,735
2015-11-18,720
2015-11-19,1810
2015-11-19,1781
2015-11-19,2858
2015-11-19,1303
2015-11-19,1263
2015-11-19,1440
2015-11-19,1730
2015-11-19,2535
2015-11-19,1700
2015-11-19,833
2015-11-19,1875
2015-11-19,1171
2015-11-19,744
2015-11-19,1239
2015-11-19,1311
2015-11-19,733
2015-11-19,1104
2015-11-19,1270
2015-11-19,1079
2015-11-19,1234
2015-11-19,970
2015-11-19,584
2015-11-19,926
2015-11-19,2128
2015-11-19,610
2015-11-19,456
2015-11-19,1251
2015-11-19,962
2015-11-19,929
2015-11-19,696
2015-11-19,1301
2015-11-19,538
2015-11-19,876
2015-11-19,1862
2015-11-19,626
2015-11-19,998
2015-11-19,1290
2015-11-19,1286
2015-11-19,1143
2015-11-19,1168
2015-11-19,921
2015-11-19,829
2015-11-19,1170
2015-11-19,3809
2015-11-19,2861
2015-11-19,2688
2015-11-19,3228
2015-11-19,2149
2015-11-19,2383
2015-11-19,2014
2015-11-19,1365
2015-11-19,671
2015-11-19,709
2015-11-20,1817
2015-11-20,2105
2015-11-20,3376
2015-11-20,1577
2015-11-20,1432
2015-11-20,1707
2015-11-20,1990
2015-11-20,2939
2015-11-20,1870
2015-11-20,795
2015-11-20,2050
2015-11-20,1148
2015-11-20,749
2015-11-20,1169
2015-11-20,1355
2015-11-20,695
2015-11-20,1261
2015-11-20,1189
2015-11-20,1135
2015-11-20,1238
2015-11-20,957
2015-11-20,578
2015-11-20,981
2015-11-20,2615
2015-11-20,795
2015-11-20,523
2015-11-20,1402
2015-11-20,904
2015-11-20,797
2015-11-20,651
2015-11-20,1247
2015-11-20,555
2015-11-20,906
2015-11-20,2346
2015-11-20,638
2015-11-20,1076
2015-11-20,1568
2015-11-20,1433
2015-11-20,1227
2015-11-20,1232
2015-11-20,1014
2015-11-20,950
2015-11-20,1215
2015-11-20,4362
2015-11-20,3593
2015-11-20,3122
2015-11-20,3829
2015-11-20,2680
2015-11-20,2891
2015-11-20,2369
2015-11-20,1869
2015-11-20,802
2015-11-20,732
2015-11-21,1321
2015-11-21,2096
2015-11-21,3687
2015-11-21,1581
2015-11-21,1277
2015-11-21,2063
2015-11-21,1742
2015-11-21,2872
2015-11-21,2069
2015-11-21,984
2015-11-21,2458
2015-11-21,1315
2015-11-21,1095
2015-11-21,1642
2015-11-21,1275
2015-11-21,824
2015-11-21,1495
2015-11-21,1148
2015-11-21,1713
2015-11-21,1668
2015-11-21,1308
2015-11-21,748
2015-11-21,1064
2015-11-21,2428
2015-11-21,878
2015-11-21,502
2015-11-21,1702
2015-11-21,1234
2015-11-21,1092
2015-11-21,751
2015-11-21,1466
2015-11-21,639
2015-11-21,1011
2015-11-21,2301
2015-11-21,707
2015-11-21,1079
2015-11-21,1384
2015-11-21,1904
2015-11-21,1528
2015-11-21,1309
2015-11-21,1160
2015-11-21,1170
2015-11-21,1180
2015-11-21,5231
2015-11-21,4157
2015-11-21,4200
2015-11-21,4567
2015-11-21,3593
2015-11-21,3216
2015-11-21,3050
2015-11-21,1936
2015-11-21,933
2015-11-21,907
2015-11-22,531
2015-11-22,2082
2015-11-22,3781
2015-11-22,1691
2015-11-22,1234
2015-11-22,2244
2015-11-22,1537
2015-11-22,2846
2015-11-22,2230
2015-11-22,925
2015-11-22,2376
2015-11-22,1209
2015-11-22,882
2015-11-22,1034
2015-11-22,1079
2015-11-22,922
2015-11-22,1522
2015-11-22,1376
2015-11-22,1207
2015-11-22,1856
2015-11-22,1725
2015-11-22,741
2015-11-22,1035
2015-11-22,1824
2015-11-22,661
2015-11-22,480
2015-11-22,1756
2015-11-22,1509
2015-11-22,1244
2015-11-22,713
2015-11-22,1656
2015-11-22,575
2015-11-22,1073
2015-11-22,1960
2015-11-22,718
2015-11-22,1128
2015-11-22,1151
2015-11-22,1819
2015-11-22,1629
2015-11-22,1154
2015-11-22,1327
2015-11-22,1248
2015-11-22,1371
2015-11-22,5035
2015-11-22,4098
2015-11-22,4448
2015-11-22,4829
2015-11-22,4116
2015-11-22,3304
2015-11-22,2905
2015-11-22,1801
2015-11-22,1014
2015-11-22,1086
2015-11-23,1858
2015-11-23,1789
2015-11-23,2974
2015-11-23,1307
2015-11-23,1264
2015-11-23,1662
2015-11-23,1836
2015-11-23,2716
2015-11-23,1708
2015-11-23,957
2015-11-23,1978
2015-11-23,1116
2015-11-23,834
2015-11-23,1365
2015-11-23,1370
2015-11-23,735
2015-11-23,1383
2015-11-23,1227
2015-11-23,1249
2015-11-23,1290
2015-11-23,893
2015-11-23,688
2015-11-23,965
2015-11-23,2159
2015-11-23,615
2015-11-23,444
2015-11-23,1367
2015-11-23,956
2015-11-23,1013
2015-11-23,669
2015-11-23,1295
2015-11-23,545
2015-11-23,971
2015-11-23,2036
2015-11-23,654
2015-11-23,1022
2015-11-23,1324
2015-11-23,1272
2015-11-23,1157
2015-11-23,1428
2015-11-23,918
2015-11-23,780
2015-11-23,1303
2015-11-23,3865
2015-11-23,3076
2015-11-23,2919
2015-11-23,3447
2015-11-23,2482
2015-11-23,2571
2015-11-23,2056
2015-11-23,1534
2015-11-23,697
2015-11-23,847
2015-11-24,1789
2015-11-24,1863
2015-11-24,2830
2015-11-24,1350
2015-11-24,1215
2015-11-24,1524
2015-11-24,1809
2015-11-24,2612
2015-11-24,1625
2015-11-24,817
2015-11-24,2009
2015-11-24,1144
2015-11-24,834
2015-11-24,1293
2015-11-24,1348
2015-11-24,689
2015-11-24,1282
2015-11-24,1317
2015-11-24,1086
2015-11-24,1122
2015-11-24,924
2015-11-24,597
2015-11-24,930
2015-11-24,2209
2015-11-24,594
2015-11-24,459
2015-11-24,1317
2015-11-24,1039
2015-11-24,1020
2015-11-24,774
2015-11-24,1275
2015-11-24,556
2015-11-24,914
2015-11-24,1960
2015-11-24,665
2015-11-24,1086
2015-11-24,1361
2015-11-24,1246
2015-11-24,1254
2015-11-24,1316
2015-11-24,933
2015-11-24,840
2015-11-24,1179
2015-11-24,3966
2015-11-24,2992
2015-11-24,2710
2015-11-24,3329
2015-11-24,2352
2015-11-24,2509
2015-11-24,2024
2015-11-24,1617
2015-11-24,647
2015-11-24,778
2015-11-25,1805
2015-11-25,1884
2015-11-25,3192
2015-11-25,1559
2015-11-25,1254
2015-11-25,1719
2015-11-25,2004
2015-11-25,2866
2015-11-25,1673
2015-11-25,818
2015-11-25,1791
2015-11-25,1072
2015-11-25,748
2015-11-25,1253
2015-11-25,1294
2015-11-25,638
2015-11-25,1138
2015-11-25,1197
2015-11-25,1130
2015-11-25,1147
2015-11-25,947
2015-11-25,528
2015-11-25,1038
2015-11-25,2376
2015-11-25,703
2015-11-25,533
2015-11-25,1509
2015-11-25,922
2015-11-25,810
2015-11-25,708
2015-11-25,1141
2015-11-25,524
2015-11-25,803
2015-11-25,1774
2015-11-25,566
2015-11-25,963
2015-11-25,1468
2015-11-25,1382
2015-11-25,1137
2015-11-25,1100
2015-11-25,970
2015-11-25,933
2015-11-25,1151
2015-11-25,4709
2015-11-25,3256
2015-11-25,2933
2015-11-25,3509
2015-11-25,2509
2015-11-25,2958
2015-11-25,2137
2015-11-25,1705
2015-11-25,760
2015-11-25,684
2015-11-26,1746
2015-11-26,1808
2015-11-26,3005
2015-11-26,1365
2015-11-26,1177
2015-11-26,1529
2015-11-26,1827
2015-11-26,2594
2015-11-26,1604
2015-11-26,791
2015-11-26,1833
2015-11-26,1156
2015-11-26,825
2015-11-26,1179
2015-11-26,1231
2015-11-26,630
2015-11-26,1037
2015-11-26,1268
2015-11-26,989
2015-11-26,1163
2015-11-26,895
2015-11-26,517
2015-11-26,933
2015-11-26,2197
2015-11-26,637
2015-11-26,515
2015-11-26,1299
2015-11-26,913
2015-11-26,883
2015-11-26,638
2015-11-26,1285
2015-11-26,529
2015-11-26,781
2015-11-26,1788
2015-11-26,639
2015-11-26,970
2015-11-26,1340
2015-11-26,1287
2015-11-26,1141
2015-11-26,1073
2015-11-26,916
2015-11-26,782
2015-11-26,1152
2015-11-26,3940
2015-11-26,2915
2015-11-26,2626
2015-11-26,3287
2015-11-26,2324
2015-11-26,2536
2015-11-26,2126
2015-11-26,1669
2015-11-26,688
2015-11-26,608
2015-11-27,1862
2015-11-27,1943
2015-11-27,3283
2015-11-27,1422
2015-11-27,1424
2015-11-27,1767
2015-11-27,1954
2015-11-27,2968
2015-11-27,1516
2015-11-27,725
2015-11-27,1891
2015-11-27,1061
2015-11-27,723
2015-11-27,1174
2015-11-27,1180
2015-11-27,680
2015-11-27,1028
2015-11-27,1249
2015-11-27,1065
2015-11-27,1100
2015-11-27,1004
2015-11-27,537
2015-11-27,1006
2015-11-27,2549
2015-11-27,845
2015-11-27,648
2015-11-27,1329
2015-11-27,904
2015-11-27,780
2015-11-27,648
2015-11-27,1313
2015-11-27,533
2015-11-27,773
2015-11-27,2192
2015-11-27,606
2015-11-27,949
2015-11-27,1523
2015-11-27,1570
2015-11-27,1129
2015-11-27,1195
2015-11-27,1082
2015-11-27,973
2015-11-27,1172
2015-11-27,4704
2015-11-27,3949
2015-11-27,3482
2015-11-27,3938
2015-11-27,3194
2015-11-27,3299
2015-11-27,2663
2015-11-27,1842
2015-11-27,784
2015-11-27,760
2015-11-28,1258
2015-11-28,1980
2015-11-28,3532
2015-11-28,1426
2015-11-28,1363
2015-11-28,1910
2015-11-28,1692
2015-11-28,2981
2015-11-28,2087
2015-11-28,932
2015-11-28,2267
2015-11-28,1222
2015-11-28,1072
2015-11-28,1528
2015-11-28,1316
2015-11-28,750
2015-11-28,1378
2015-11-28,1158
2015-11-28,1635
2015-11-28,1392
2015-11-28,1305
2015-11-28,716
2015-11-28,1049
2015-11-28,2412
2015-11-28,912
2015-11-28,665
2015-11-28,1747
2015-11-28,1178
2015-11-28,1062
2015-11-28,661
2015-11-28,1494
2015-11-28,630
2015-11-28,1026
2015-11-28,2219
2015-11-28,708
2015-11-28,1062
2015-11-28,1867
2015-11-28,1995
2015-11-28,1547
2015-11-28,1195
2015-11-28,1245
2015-11-28,1305
2015-11-28,1267
2015-11-28,5245
2015-11-28,4437
2015-11-28,4418
2015-11-28,4692
2015-11-28,4001
2015-11-28,3544
2015-11-28,3306
2015-11-28,2053
2015-11-28,919
2015-11-28,855
2015-11-29,509
2015-11-29,2068
2015-11-29,3847
2015-11-29,1867
2015-11-29,1202
2015-11-29,2190
2015-11-29,1626
2015-11-29,2974
2015-11-29,2227
2015-11-29,913
2015-11-29,2571
2015-11-29,1294
2015-11-29,860
2015-11-29,1052
2015-11-29,1071
2015-11-29,865
2015-11-29,1604
2015-11-29,1391
2015-11-29,1284
2015-11-29,1979
2015-11-29,1744
2015-11-29,756
2015-11-29,956
2015-11-29,2107
2015-11-29,717
2015-11-29,664
2015-11-29,1833
2015-11-29,1414
2015-11-29,1266
2015-11-29,636
2015-11-29,1675
2015-11-29,609
2015-11-29,1111
2015-11-29,2126
2015-11-29,771
2015-11-29,1179
2015-11-29,1125
2015-11-29,2005
2015-11-29,1503
2015-11-29,1116
2015-11-29,1384
2015-11-29,1266
2015-11-29,1400
2015-11-29,5772
2015-11-29,4760
2015-11-29,5068
2015-11-29,5151
2015-11-29,4787
2015-11-29,3751
2015-11-29,3270
2015-11-29,2146
2015-11-29,934
2015-11-29,1121
2015-11-30,1943
2015-11-30,1844
2015-11-30,3144
2015-11-30,1369
2015-11-30,1304
2015-11-30,1863
2015-11-30,1835
2015-11-30,2970
2015-11-30,1910
2015-11-30,935
2015-11-30,2041
2015-11-30,1231
2015-11-30,835
2015-11-30,1449
2015-11-30,1488
2015-11-30,749
2015-11-30,1370
2015-11-30,1365
2015-11-30,1241
2015-11-30,1354
2015-11-30,1061
2015-11-30,646
2015-11-30,988
2015-11-30,2360
2015-11-30,685
2015-11-30,575
2015-11-30,1477
2015-11-30,1059
2015-11-30,998
2015-11-30,730
2015-11-30,1315
2015-11-30,600
2015-11-30,944
2015-11-30,2175
2015-11-30,689
2015-11-30,1051
2015-11-30,1447
2015-11-30,1457
2015-11-30,1198
2015-11-30,1354
2015-11-30,1131
2015-11-30,893
2015-11-30,1328
2015-11-30,4433
2015-11-30,3703
2015-11-30,3288
2015-11-30,3866
2015-11-30,2829
2015-11-30,2804
2015-11-30,2508
2015-11-30,1804
2015-11-30,785
2015-11-30,835
2015-12-01,1905
2015-12-01,1915
2015-12-01,3096
2015-12-01,1480
2015-12-01,1386
2015-12-01,1850
2015-12-01,1931
2015-12-01,2919
2015-12-01,2164
2015-12-01,1048
2015-12-01,2447
2015-12-01,1220
2015-12-01,999
2015-12-01,1443
2015-12-01,1491
2015-12-01,738
2015-12-01,1370
2015-12-01,1513
2015-12-01,1265
2015-12-01,1456
2015-12-01,1051
2015-12-01,668
2015-12-01,991
2015-12-01,2493
2015-12-01,664
2015-12-01,654
2015-12-01,1403
2015-12-01,1279
2015-12-01,1212
2015-12-01,768
2015-12-01,1571
2015-12-01,643
2015-12-01,1157
2015-12-01,2237
2015-12-01,748
2015-12-01,1292
2015-12-01,1433
2015-12-01,1443
2015-12-01,1446
2015-12-01,1533
2015-12-01,1099
2015-12-01,883
2015-12-01,1291
2015-12-01,4326
2015-12-01,3537
2015-12-01,3296
2015-12-01,3826
2015-12-01,2909
2015-12-01,2880
2015-12-01,2391
2015-12-01,1653
2015-12-01,803
2015-12-01,775
2015-12-02,1994
2015-12-02,2142
2015-12-02,3347
2015-12-02,1567
2015-12-02,1420
2015-12-02,1871
2015-12-02,1969
2015-12-02,3067
2015-12-02,2089
2015-12-02,990
2015-12-02,2348
2015-12-02,1250
2015-12-02,848
2015-12-02,1322
2015-12-02,1487
2015-12-02,726
2015-12-02,1340
2015-12-02,1392
2015-12-02,1231
2015-12-02,1531
2015-12-02,998
2015-12-02,720
2015-12-02,1051
2015-12-02,2543
2015-12-02,811
2015-12-02,595
2015-12-02,1427
2015-12-02,1047
2015-12-02,951
2015-12-02,737
2015-12-02,1209
2015-12-02,626
2015-12-02,977
2015-12-02,2144
2015-12-02,651
2015-12-02,1062
2015-12-02,1630
2015-12-02,1537
2015-12-02,1320
2015-12-02,1456
2015-12-02,1108
2015-12-02,1032
2015-12-02,1230
2015-12-02,4938
2015-12-02,3522
2015-12-02,3260
2015-12-02,4037
2015-12-02,3045
2015-12-02,3083
2015-12-02,2318
2015-12-02,1871
2015-12-02,843
2015-12-02,798
2015-12-03,1925
2015-12-03,2017
2015-12-03,3194
2015-12-03,1478
2015-12-03,1336
2015-12-03,1761
2015-12-03,1936
2015-12-03,2825
2015-12-03,2054
2015-12-03,921
2015-12-03,2415
2015-12-03,1257
2015-12-03,829
2015-12-03,1350
2015-12-03,1372
2015-12-03,742
2015-12-03,1318
2015-12-03,1409
2015-12-03,1210
2015-12-03,1434
2015-12-03,1014
2015-12-03,670
2015-12-03,957
2015-12-03,2385
2015-12-03,698
2015-12-03,583
2015-12-03,1337
2015-12-03,1121
2015-12-03,994
2015-12-03,751
2015-12-03,1524
2015-12-03,588
2015-12-03,961
2015-12-03,2261
2015-12-03,715
2015-12-03,1125
2015-12-03,1455
2015-12-03,1447
2015-12-03,1331
2015-12-03,1379
2015-12-03,988
2015-12-03,851
2015-12-03,1407
2015-12-03,4124
2015-12-03,3321
2015-12-03,2975
2015-12-03,3813
2015-12-03,2758
2015-12-03,2905
2015-12-03,2260
2015-12-03,1573
2015-12-03,803
2015-12-03,675
2015-12-04,2083
2015-12-04,2065
2015-12-04,3539
2015-12-04,1592
2015-12-04,1450
2015-12-04,1834
2015-12-04,2154
2015-12-04,2939
2015-12-04,1821
2015-12-04,890
2015-12-04,2239
2015-12-04,1145
2015-12-04,817
2015-12-04,1297
2015-12-04,1347
2015-12-04,695
2015-12-04,1215
2015-12-04,1338
2015-12-04,1181
2015-12-04,1319
2015-12-04,1065
2015-12-04,630
2015-12-04,1081
2015-12-04,2562
2015-12-04,893
2015-12-04,553
2015-12-04,1459
2015-12-04,995
2015-12-04,905
2015-12-04,713
2015-12-04,1340
2015-12-04,560
2015-12-04,902
2015-12-04,2428
2015-12-04,614
2015-12-04,1047
2015-12-04,1658
2015-12-04,1577
2015-12-04,1330
2015-12-04,1289
2015-12-04,1054
2015-12-04,1003
2015-12-04,1344
2015-12-04,4234
2015-12-04,3689
2015-12-04,3174
2015-12-04,3779
2015-12-04,2983
2015-12-04,3138
2015-12-04,2500
2015-12-04,1956
2015-12-04,857
2015-12-04,761
2015-12-05,1294
2015-12-05,2225
2015-12-05,3869
2015-12-05,1699
2015-12-05,1473
2015-12-05,2124
2015-12-05,1905
2015-12-05,3125
2015-12-05,2326
2015-12-05,1080
2015-12-05,2783
2015-12-05,1304
2015-12-05,1279
2015-12-05,1768
2015-12-05,1303
2015-12-05,888
2015-12-05,1504
2015-12-05,1291
2015-12-05,1875
2015-12-05,1781
2015-12-05,1470
2015-12-05,774
2015-12-05,1069
2015-12-05,2426
2015-12-05,878
2015-12-05,623
2015-12-05,1679
2015-12-05,1198
2015-12-05,1164
2015-12-05,746
2015-12-05,1574
2015-12-05,627
2015-12-05,1105
2015-12-05,2688
2015-12-05,741
2015-12-05,1152
2015-12-05,1560
2015-12-05,2090
2015-12-05,1859
2015-12-05,1344
2015-12-05,1328
2015-12-05,1288
2015-12-05,1373
2015-12-05,4772
2015-12-05,4248
2015-12-05,4227
2015-12-05,4620
2015-12-05,3911
2015-12-05,3528
2015-12-05,3708
2015-12-05,2047
2015-12-05,977
2015-12-05,947
2015-12-06,532
2015-12-06,1993
2015-12-06,3807
2015-12-06,1698
2015-12-06,1312
2015-12-06,2236
2015-12-06,1615
2015-12-06,3028
2015-12-06,2435
2015-12-06,974
2015-12-06,2997
2015-12-06,1259
2015-12-06,913
2015-12-06,1176
2015-12-06,1199
2015-12-06,921
2015-12-06,1493
2015-12-06,1409
2015-12-06,1363
2015-12-06,2098
2015-12-06,1847
2015-12-06,815
2015-12-06,1024
2015-12-06,2074
2015-12-06,733
2015-12-06,643
2015-12-06,1748
2015-12-06,1485
2015-12-06,1341
2015-12-06,702
2015-12-06,1690
2015-12-06,638
2015-12-06,1110
2015-12-06,2503
2015-12-06,687
2015-12-06,1199
2015-12-06,1200
2015-12-06,2008
2015-12-06,1646
2015-12-06,1265
2015-12-06,1413
2015-12-06,1273
2015-12-06,1503
2015-12-06,5358
2015-12-06,4586
2015-12-06,4638
2015-12-06,5119
2015-12-06,4403
2015-12-06,3576
2015-12-06,3348
2015-12-06,2022
2015-12-06,994
2015-12-06,1209
2015-12-07,1945
2015-12-07,1991
2015-12-07,3376
2015-12-07,1513
2015-12-07,1446
2015-12-07,1847
2015-12-07,1985
2015-12-07,3069
2015-12-07,2099
2015-12-07,1023
2015-12-07,2334
2015-12-07,1325
2015-12-07,888
2015-12-07,1530
2015-12-07,1500
2015-12-07,799
2015-12-07,1416
2015-12-07,1474
2015-12-07,1326
2015-12-07,1383
2015-12-07,1040
2015-12-07,703
2015-12-07,1029
2015-12-07,2466
2015-12-07,660
2015-12-07,535
2015-12-07,1368
2015-12-07,1055
2015-12-07,1036
2015-12-07,728
2015-12-07,1412
2015-12-07,604
2015-12-07,1016
2015-12-07,2268
2015-12-07,651
2015-12-07,1086
2015-12-07,1497
2015-12-07,1407
2015-12-07,1384
2015-12-07,1533
2015-12-07,1079
2015-12-07,897
2015-12-07,1318
2015-12-07,4618
2015-12-07,3597
2015-12-07,3410
2015-12-07,4044
2015-12-07,2891
2015-12-07,3050
2015-12-07,2374
2015-12-07,1703
2015-12-07,732
2015-12-07,964
2015-12-08,1863
2015-12-08,1923
2015-12-08,3138
2015-12-08,1390
2015-12-08,1297
2015-12-08,1784
2015-12-08,1861
2015-12-08,2802
2015-12-08,1968
2015-12-08,930
2015-12-08,2240
2015-12-08,1217
2015-12-08,886
2015-12-08,1357
2015-12-08,1437
2015-12-08,752
2015-12-08,1334
2015-12-08,1464
2015-12-08,1126
2015-12-08,1243
2015-12-08,1044
2015-12-08,668
2015-12-08,1023
2015-12-08,2434
2015-12-08,644
2015-12-08,528
2015-12-08,1354
2015-12-08,1129
2015-12-08,1060
2015-12-08,761
2015-12-08,1423
2015-12-08,535
2015-12-08,969
2015-12-08,2158
2015-12-08,638
2015-12-08,1153
2015-12-08,1472
2015-12-08,1737
2015-12-08,1368
2015-12-08,1408
2015-12-08,1010
2015-12-08,864
2015-12-08,1298
2015-12-08,4311
2015-12-08,3247
2015-12-08,2940
2015-12-08,3757
2015-12-08,2517
2015-12-08,2852
2015-12-08,2319
2015-12-08,1563
2015-12-08,746
2015-12-08,764
2015-12-09,1988
2015-12-09,2128
2015-12-09,3317
2015-12-09,1528
2015-12-09,1296
2015-12-09,1890
2015-12-09,2029
2015-12-09,3074
2015-12-09,1893
2015-12-09,978
2015-12-09,2149
2015-12-09,1223
2015-12-09,816
2015-12-09,1223
2015-12-09,1380
2015-12-09,738
2015-12-09,1297
2015-12-09,1412
2015-12-09,1181
2015-12-09,1325
2015-12-09,952
2015-12-09,620
2015-12-09,1111
2015-12-09,2600
2015-12-09,756
2015-12-09,643
2015-12-09,1414
2015-12-09,978
2015-12-09,932
2015-12-09,734
2015-12-09,1232
2015-12-09,539
2015-12-09,878
2015-12-09,2059
2015-12-09,630
2015-12-09,1064
2015-12-09,1626
2015-12-09,1474
2015-12-09,1287
2015-12-09,1273
2015-12-09,1079
2015-12-09,969
2015-12-09,1207
2015-12-09,4944
2015-12-09,3574
2015-12-09,3203
2015-12-09,3985
2015-12-09,2642
2015-12-09,3491
2015-12-09,2278
2015-12-09,1954
2015-12-09,889
2015-12-09,733
2015-12-10,1900
2015-12-10,1954
2015-12-10,3172
2015-12-10,1355
2015-12-10,1334
2015-12-10,1601
2015-12-10,1903
2015-12-10,2871
2015-12-10,1891
2015-12-10,895
2015-12-10,2142
2015-12-10,1189
2015-12-10,812
2015-12-10,1352
2015-12-10,1321
2015-12-10,727
2015-12-10,1222
2015-12-10,1437
2015-12-10,1098
2015-12-10,1360
2015-12-10,916
2015-12-10,698
2015-12-10,1041
2015-12-10,2516
2015-12-10,667
2015-12-10,575
2015-12-10,1317
2015-12-10,1015
2015-12-10,894
2015-12-10,750
2015-12-10,1395
2015-12-10,542
2015-12-10,934
2015-12-10,2140
2015-12-10,622
2015-12-10,1136
2015-12-10,1586
2015-12-10,1365
2015-12-10,1419
2015-12-10,1289
2015-12-10,975
2015-12-10,902
2015-12-10,1262
2015-12-10,4584
2015-12-10,3318
2015-12-10,2976
2015-12-10,4368
2015-12-10,2535
2015-12-10,3017
2015-12-10,2370
2015-12-10,1741
2015-12-10,752
2015-12-10,727
2015-12-11,2035
2015-12-11,2225
2015-12-11,3661
2015-12-11,1662
2015-12-11,1461
2015-12-11,1793
2015-12-11,2199
2015-12-11,3205
2015-12-11,1682
2015-12-11,803
2015-12-11,2246
2015-12-11,1123
2015-12-11,763
2015-12-11,1207
2015-12-11,1428
2015-12-11,701
2015-12-11,1122
2015-12-11,1392
2015-12-11,1146
2015-12-11,1195
2015-12-11,1035
2015-12-11,699
2015-12-11,1146
2015-12-11,2803
2015-12-11,897
2015-12-11,615
2015-12-11,1474
2015-12-11,1005
2015-12-11,843
2015-12-11,710
2015-12-11,1313
2015-12-11,593
2015-12-11,874
2015-12-11,2379
2015-12-11,660
2015-12-11,1054
2015-12-11,1738
2015-12-11,1542
2015-12-11,1387
2015-12-11,1326
2015-12-11,1123
2015-12-11,1002
2015-12-11,1254
2015-12-11,5118
2015-12-11,3911
2015-12-11,3298
2015-12-11,4101
2015-12-11,2851
2015-12-11,3377
2015-12-11,2527
2015-12-11,1946
2015-12-11,871
2015-12-11,830
2015-12-12,1463
2015-12-12,2223
2015-12-12,4046
2015-12-12,1722
2015-12-12,1383
2015-12-12,2088
2015-12-12,2039
2015-12-12,3492
2015-12-12,2231
2015-12-12,1082
2015-12-12,2602
2015-12-12,1334
2015-12-12,1127
2015-12-12,1620
2015-12-12,1318
2015-12-12,787
2015-12-12,1422
2015-12-12,1408
2015-12-12,1788
2015-12-12,1746
2015-12-12,1332
2015-12-12,733
2015-12-12,1108
2015-12-12,2590
2015-12-12,940
2015-12-12,644
2015-12-12,1745
2015-12-12,1239
2015-12-12,1117
2015-12-12,743
2015-12-12,1497
2015-12-12,622
2015-12-12,1031
2015-12-12,2470
2015-12-12,746
2015-12-12,1116
2015-12-12,1644
2015-12-12,2185
2015-12-12,1763
2015-12-12,1285
2015-12-12,1289
2015-12-12,1270
2015-12-12,1320
2015-12-12,5968
2015-12-12,4862
2015-12-12,4558
2015-12-12,4877
2015-12-12,3985
2015-12-12,4047
2015-12-12,3628
2015-12-12,2203
2015-12-12,1008
2015-12-12,923
2015-12-13,557
2015-12-13,2205
2015-12-13,4103
2015-12-13,1772
2015-12-13,1328
2015-12-13,2177
2015-12-13,1757
2015-12-13,2875
2015-12-13,2435
2015-12-13,988
2015-12-13,2686
2015-12-13,1340
2015-12-13,908
2015-12-13,1175
2015-12-13,1140
2015-12-13,900
2015-12-13,1593
2015-12-13,1473
2015-12-13,1221
2015-12-13,2044
2015-12-13,1805
2015-12-13,847
2015-12-13,982
2015-12-13,2024
2015-12-13,738
2015-12-13,734
2015-12-13,1826
2015-12-13,1414
2015-12-13,1195
2015-12-13,693
2015-12-13,1648
2015-12-13,616
2015-12-13,1077
2015-12-13,2288
2015-12-13,687
2015-12-13,1197
2015-12-13,1247
2015-12-13,1953
2015-12-13,1651
2015-12-13,1181
2015-12-13,1333
2015-12-13,1205
2015-12-13,1338
2015-12-13,5672
2015-12-13,4837
2015-12-13,4888
2015-12-13,5253
2015-12-13,4599
2015-12-13,3897
2015-12-13,3238
2015-12-13,1985
2015-12-13,1026
2015-12-13,1124
2015-12-14,1995
2015-12-14,2010
2015-12-14,3482
2015-12-14,1482
2015-12-14,1441
2015-12-14,1800
2015-12-14,1987
2015-12-14,3169
2015-12-14,1990
2015-12-14,962
2015-12-14,2137
2015-12-14,1318
2015-12-14,861
2015-12-14,1508
2015-12-14,1478
2015-12-14,792
2015-12-14,1388
2015-12-14,1437
2015-12-14,1306
2015-12-14,1332
2015-12-14,1088
2015-12-14,723
2015-12-14,1021
2015-12-14,2573
2015-12-14,667
2015-12-14,528
2015-12-14,1364
2015-12-14,1022
2015-12-14,946
2015-12-14,739
2015-12-14,1332
2015-12-14,578
2015-12-14,1070
2015-12-14,2260
2015-12-14,594
2015-12-14,1069
2015-12-14,1531
2015-12-14,1455
2015-12-14,1481
2015-12-14,1428
2015-12-14,1049
2015-12-14,912
2015-12-14,1233
2015-12-14,4645
2015-12-14,3700
2015-12-14,3333
2015-12-14,4196
2015-12-14,2895
2015-12-14,3367
2015-12-14,2603
2015-12-14,1702
2015-12-14,706
2015-12-14,855
2015-12-15,2025
2015-12-15,2049
2015-12-15,3645
2015-12-15,1552
2015-12-15,1132
2015-12-15,1929
2015-12-15,1999
2015-12-15,3108
2015-12-15,2030
2015-12-15,989
2015-12-15,2291
2015-12-15,1163
2015-12-15,844
2015-12-15,1364
2015-12-15,1469
2015-12-15,783
2015-12-15,1416
2015-12-15,1539
2015-12-15,1004
